title,creators,title_screen,abstract_screen,reason
Towards a Secure and Scalable Maritime Monitoring System Using Blockchain and Low-Cost IoT Technology,"Freire, Warlley Paulo ; Melo, Wilson S. ; do Nascimento, Vinicius D. ; Nascimento, Paulo R. M. ; de Sá, Alan Oliveira",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Molecular insights into the capsular polysaccharide transporter Wza-Wzc complex,"Yuan, Biao ; Sieben, Christian ; Raj, Prateek ; Rietschel, Tina ; Hennell James, Rory ; Gatzemeier, Anja ; Jänsch, Lothar ; Marlovits, Thomas C. ; Heinz, Dirk W.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Utilising unsupervised machine learning and IoT for cost-effective anomaly detection in multi-layer wire arc additive manufacturing,"Mattera, Giulio ; Yap, Emily W. ; Polden, Joseph ; Brown, Evan ; Nele, Luigi ; Van Duin, Stephen",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
sppIDer: A Species Identification Tool to Investigate Hybrid Genomes with High-Throughput Sequencing,"Langdon, Quinn K ; Peris, David ; Kyle, Brian ; Hittinger, Chris Todd",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
crocketa: an automated Snakemake framework for integrated single-cell transcriptome and immune-repertoire analysis,"Soria-Alcaide, Gonzalo ; García-Aguilera, Gonzalo ; Portasany-Rodríguez, Marta ; Lalchandani, Jaanam ; González-Murillo, África ; G. Sánchez, Elena ; Saiz-Ladera, Cristina ; Ramírez-Orellana, Manuel ; Garcia-Martinez, Jorge",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Comprehensive Review of Edge Computing for Power Systems: State of the Art, Architecture, and Applications","Yıldırım, Fatma ; Yalman, Yunus ; Bayındır, Kamil Çağatay ; Terciyanlı, Erman",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PlatypOUs—A Mobile Robot Platform and Demonstration Tool Supporting STEM Education,"Rácz, Melinda ; Noboa, Erick ; Détár, Borsa ; Nemes, Ádám ; Galambos, Péter ; Szűcs, László ; Márton, Gergely ; Eigner, György ; Haidegger, Tamás",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Spike sorting: new trends and challenges of the era of high-density probes,"Buccino, Alessio P ; Garcia, Samuel ; Yger, Pierre",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
rworkflows: automating reproducible practices for the R community,"Schilder, Brian M. ; Murphy, Alan E. ; Skene, Nathan G.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
GTEx pro enables accurate multi-tissue gene expression analysis using robust normalization and batch correction,"Jothi, D.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Comparative analysis of open-source federated learning frameworks - a literature-based survey and review,"Riedel, Pascal ; Schick, Lukas ; von Schwerin, Reinhold ; Reichert, Manfred ; Schaudt, Daniel ; Hafner, Alexander",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Pangea: An MLOps Tool for Automatically Generating Infrastructure and Deploying Analytic Pipelines in Edge, Fog and Cloud Layers","Miñón, Raúl ; Diaz-de-Arcaya, Josu ; Torre-Bastida, Ana I. ; Hartlieb, Philipp",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Containers for computational reproducibility,"Moreau, David ; Wiebels, Kristina ; Boettiger, Carl",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Integrate security into CI/CD with the Trivy scanner,"Fukuda, Teppei",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The essential deployment metamodel: a systematic review of deployment automation technologies,"Wurster, Michael ; Breitenbücher, Uwe ; Falkenthal, Michael ; Krieger, Christoph ; Leymann, Frank ; Saatkamp, Karoline ; Soldani, Jacopo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A novel translational bioinformatics framework for facilitating multimodal data analyses in preclinical models of neurological injury,"Gaudio, Hunter A. ; Padmanabhan, Viveknarayanan ; Landis, William P. ; Silva, Luiz E. V. ; Slovis, Julia ; Starr, Jonathan ; Weeks, M. Katie ; Widmann, Nicholas J. ; Forti, Rodrigo M. ; Laurent, Gerard H. ; Ranieri, Nicolina R. ; Mi, Frank ; Degani, Rinat E. ; Hallowell, Thomas ; Delso, Nile ; Calkins, Hannah ; Dobrzynski, Christiana ; Haddad, Sophie ; Kao, Shih-Han ; Hwang, Misun ; Shi, Lingyun ; Baker, Wesley B. ; Tsui, Fuchiang ; Morgan, Ryan W. ; Kilbaugh, Todd J. ; Ko, Tiffany S.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Tools and techniques for computational reproducibility,"Piccolo, Stephen R ; Frampton, Michael B",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Validating the Smart Grid Architecture Model for Sustainable Energy Community Implementation: Challenges, Solutions, and Lessons Learned","Janev, Valentina ; Berbakov, Lazar ; Tomašević, Nikola ; Sotoca, Jesús Martin-Borja ; Lujan, Sergio",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
dockerHDDM: A User-Friendly Environment for Bayesian Hierarchical Drift-Diffusion Modeling,"Pan, Wanke ; Geng, Haiyang ; Zhang, Lei ; Fengler, Alexander ; Frank, Michael J. ; Zhang, Ru-Yuan ; Chuan-Peng, Hu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Reproducible Tract Profiles 2 (RTP2) suite, from diffusion MRI acquisition to clinical practice and research","Lerma-Usabiaga, Garikoitz ; Liu, Mengxing ; Paz-Alonso, Pedro M. ; Wandell, Brian A.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Evaluating LC-HRMS metabolomics data processing software using FAIR principles for research software,"Du, Xinsong ; Dastmalchi, Farhad ; Ye, Hao ; Garrett, Timothy J. ; Diller, Matthew A. ; Liu, Mei ; Hogan, William R. ; Brochhausen, Mathias ; Lemas, Dominick J.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Big Data Workflows: Locality-Aware Orchestration Using Software Containers,"Corodescu, Andrei-Alin ; Nikolov, Nikolay ; Khan, Akif Quddus ; Soylu, Ahmet ; Matskin, Mihhail ; Payberah, Amir H. ; Roman, Dumitru",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Gpu-accelerated JEMRIS for extensive MRI simulations,"Nurdinova, Aizada ; Ruschke, Stefan ; Gestrich, Michael ; Stelter, Jonathan ; Karampinos, Dimitrios C.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Different approaches to Imaging Mass Cytometry data analysis,"Milosevic, Vladan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Full-scale network analysis reveals properties of the FV protein structure organization,"Ferreira-Martins, André J. ; Castaldoni, Rodrigo ; Alencar, Brenno M. ; Ferreira, Marcos V. ; Nogueira, Tatiane ; Rios, Ricardo A. ; Lopes, Tiago J. S.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Docker-based federated learning framework design and deployment for multi-modal data stream classification,"Nandi, Arijit ; Xhafa, Fatos ; Kumar, Rohit",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Knowledge Extraction and Discovery about Web System Based on the Benchmark Application of Online Stock Trading System,"Borowiec, Marcin ; Piszko, Rafał ; Rak, Tomasz",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An Applied Analysis of Securing 5G/6G Core Networks with Post-Quantum Key Encapsulation Methods,"Scalise, Paul ; Garcia, Robert ; Boeding, Matthew ; Hempel, Michael ; Sharif, Hamid",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DELEAT: gene essentiality prediction and deletion design for bacterial genome reduction,"Solana, Jimena ; Garrote-Sánchez, Emilio ; Gil, Rosario",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
GRAPES-DD: exploiting decision diagrams for index-driven search in biological graph databases,"Licheri, Nicola ; Bonnici, Vincenzo ; Beccuti, Marco ; Giugno, Rosalba",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Comparative Analysis of Genomic Diversity and Genes Involved in Carbohydrate Metabolism of Eighty-Eight Bifidobacterium pseudocatenulatum Isolates from Different Niches of China,"Lin, Guopeng ; Liu, Qian ; Wang, Luyao ; Li, Haitao ; Zhao, Jianxin ; Zhang, Hao ; Wang, Gang ; Chen, Wei",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AMBER: Assessment of Metagenome BinnERs,"Meyer, Fernando ; Hofmann, Peter ; Belmann, Peter ; Garrido-Oter, Ruben ; Fritz, Adrian ; Sczyrba, Alexander ; McHardy, Alice C",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Toolchain for faster iterations in quantum software development,"Kinanen, Otso ; Muñoz-Moller, Andrés D. ; Stirbu, Vlad ; Murillo, Juan M. ; Mikkonen, Tommi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Advanced Digital Solutions for Food Traceability: Enhancing Origin, Quality, and Safety Through NIRS, RFID, Blockchain, and IoT","Lukacs, Matyas ; Toth, Fruzsina ; Horvath, Roland ; Solymos, Gyula ; Alpár, Boglárka ; Varga, Peter ; Kertesz, Istvan ; Gillay, Zoltan ; Baranyai, Laszlo ; Felfoldi, Jozsef ; Nguyen, Quang D. ; Kovacs, Zoltan ; Friedrich, Laszlo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Automated test plan generation using large language models,"Haldar, Susmita ; Capretz, Luiz Fernando",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Study of Learning Environment for Initiating Flutter App Development Using Docker,"Aung, Soe Thandar ; Funabiki, Nobuo ; Aung, Lynn Htet ; Kinari, Safira Adine ; Mentari, Mustika ; Wai, Khaing Hsu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Evaluation of the maturity of LLMs in the cybersecurity domain: Evaluation of the maturity of LLMs in the cybersecurity domain,"Conceição, Tiago ; Cruz, Nuno",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Efficiency Analysis of NIST-Standardized Post-Quantum Cryptographic Algorithms for Digital Signatures in Various Environments,"Dziechciarz, Dominik ; Niemiec, Marcin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Recurrent tumor-specific regulation of alternative polyadenylation of cancer-related genes,"Xue, Zhuyi ; Warren, René L. ; Gibb, Ewan A. ; MacMillan, Daniel ; Wong, Johnathan ; Chiu, Readman ; Hammond, S. Austin ; Yang, Chen ; Nip, Ka Ming ; Ennis, Catherine A. ; Hahn, Abigail ; Reynolds, Sheila ; Birol, Inanc",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An automatic model management system and its implementation for AIOps on microservice platforms,"Chen, Ruibo ; Pu, Yanjun ; Shi, Bowen ; Wu, Wenjun",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Singularity to deploy HPC applications: a study case with WRF,"Tondreau, Pierre-Simon Callist Yannick ; Perez, Juan C. ; Díaz, Juan P. ; Blanco Pérez, Vicente ; Felipe, Jonatan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Multiple loci linked to inversions are associated with eye size variation in species of the Drosophila virilis phylad,"Reis, Micael ; Wiegleb, Gordon ; Claude, Julien ; Lata, Rodrigo ; Horchler, Britta ; Ha, Ngoc-Thuy ; Reimer, Christian ; Vieira, Cristina P. ; Vieira, Jorge ; Posnien, Nico",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
